# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Fjærland Oppvekstsenter Avd barnehage", "Sogndal kommune", "1018144"
"Furuli barnehage", "Sogndal kommune", "1013883"
"Kjørnes barnehage", "Sogndal kommune", "1013212"
"Kyrkjebakken barnehage", "Sogndal kommune", "1012679"
"Notsete barnehage", "Sogndal kommune", "1018147"
"Rones barnehage", "Rones barnehage Sa", "1019662"
"Sogndal Studentbarnehage", "Studentsamskipnaden på Vestlandet", "1015612"
"Stedje barnehage", "Stedje barnehage", "1019577"
"Ylvisåker barnehage", "Sogndal kommune", "1013884"
